,ACCP,CONF
29759,,
29760,,
29761,,
29762,,
29763,,
29764,Y,
29765,Y,
29766,,
29767,Y,
29768,,
29769,Y,
29770,,
29771,,
29772,,
29773,Y,
29774,Y,
29775,,
29776,Y,
29777,,
29778,Y,
29779,,
29780,,
29781,,
29782,Y,
29783,,
29784,Y,Y
29785,,
29786,,
29787,,
29788,Y,
29789,Y,
29790,Y,
29791,,
29792,,
29793,Y,
29794,Y,Y
29795,Y,
29796,Y,
29797,,
29798,,
29799,,
29800,Y,
29801,,
29802,,
29803,Y,
29804,Y,
29805,Y,Y
29806,Y,
29807,,
29808,Y,
29809,,
29810,Y,Y
29811,,
29812,,
29813,,
29814,,
29815,Y,
29816,Y,Y
29817,Y,
29818,,
29819,,
29820,,
29821,,
29822,Y,
29823,,
29824,Y,
29825,,
29826,,
29827,,
29828,,
29829,,
29830,,
29831,Y,Y
29832,,
29833,,
29834,Y,
29835,Y,
29836,,
29837,,
29838,,
29839,,
29840,,
29841,Y,
29842,,
29843,Y,
29844,,
29845,,
29846,,
29847,Y,
29848,,
29849,Y,
29850,,
29851,,
29852,Y,
29853,,
29854,Y,Y
29855,,
29856,,
29857,,
29858,,
29859,,
29860,,
29861,Y,Y
29862,,
29863,,
29864,,
29865,Y,Y
29866,,
29867,,
29868,,
29869,,
29870,,
29871,Y,
29872,,
29873,Y,
29874,,
29875,,
29876,,
29877,,
29878,,
29879,,
29880,Y,
29881,,
29882,,
29883,,
29884,,
29885,Y,
29886,Y,
29887,,
29888,,
29889,Y,
29890,Y,Y
29891,Y,
29892,Y,Y
29893,Y,
29894,Y,
29895,,
29896,Y,
29897,,
29898,Y,
29899,Y,Y
29900,Y,
29901,,
29902,,
29903,,
29904,Y,
29905,Y,
29906,,
29907,,
29908,Y,Y
29909,,
29910,,
29911,,
29912,,
29913,Y,
29914,Y,
29915,Y,
29916,,
29917,,
29918,,
29919,,
29920,Y,
29921,,
29922,Y,
29923,,
29924,,
29925,Y,
29926,Y,
29927,,
29928,Y,
29929,,
29930,Y,Y
29931,Y,
29932,,
29933,Y,
29934,,
29935,Y,
29936,,
29937,Y,
29938,,
29939,,
29940,Y,
29941,Y,Y
29942,Y,
29943,Y,
29944,,
29945,,
29946,Y,
29947,,
29948,,
29949,,
29950,,
29951,,
29952,,
29953,,
29954,,
29955,,
29956,Y,
29957,,
29958,,
29959,,
29960,,
29961,Y,
29962,Y,
29963,,
29964,,
29965,,
29966,Y,Y
29967,Y,
29968,,
29969,,
29970,,
29971,Y,
29972,,
29973,,
29974,,
29975,Y,
29976,,
29977,,
29978,,
29979,,
29980,Y,
29981,,
29982,,
29983,,
29984,,
29985,,
29986,,
29987,Y,
29988,,
29989,,
29990,,
29991,,
29992,,
29993,,
29994,Y,Y
29995,,
29996,Y,
29997,,
29998,Y,
29999,Y,
30000,,
30001,,
30002,Y,Y
30003,,
30004,,
30005,,
30006,,
30007,,
30008,Y,
30009,,
30010,Y,
30011,Y,
30012,Y,Y
30013,Y,
30014,Y,
30015,,
30016,,
30017,,
30018,Y,
30019,,
30020,Y,
30021,Y,
30022,Y,
30023,Y,
30024,Y,
30025,Y,
30026,,
30027,,
30028,Y,
30029,Y,
30030,Y,
30031,Y,Y
30032,,
30033,,
30034,Y,
30035,,
30036,,
30037,,
30038,,
30039,,
30040,,
30041,Y,
30042,,
30043,Y,
30044,,
30045,Y,Y
30046,Y,
30047,Y,Y
30048,Y,
30049,,
30050,,
30051,,
30052,Y,
30053,Y,
30054,Y,
30055,Y,
30056,,
30057,,
30058,,
30059,Y,
30060,,
30061,,
30062,Y,Y
30063,,
30064,,
30065,,
30066,Y,
30067,,
30068,Y,
30069,Y,
30070,Y,
30071,,
30072,,
30073,,
30074,,
30075,Y,
30076,Y,
30077,,
30078,,
30079,,
30080,Y,
30081,,
30082,Y,Y
30083,Y,
30084,,
30085,,
30086,,
30087,Y,
30088,,
30089,Y,
30090,Y,
30091,,
30092,Y,
30093,Y,
30094,,
30095,,
30096,Y,
30097,Y,Y
30098,,
30099,,
30100,Y,
30101,Y,Y
30102,,
30103,,
30104,,
30105,,
30106,,
30107,Y,
30108,,
30109,Y,
30110,,
30111,,
30112,,
30113,,
30114,,
30115,,
30116,Y,
30117,,
30118,Y,
30119,,
30120,,
30121,,
30122,,
30123,Y,
30124,,
30125,,
30126,,
30127,,
30128,Y,
30129,Y,
30130,Y,Y
30131,,
30132,,
30133,Y,
30134,,
30135,,
30136,,
30137,,
30138,,
30139,,
30140,Y,
30141,,
30142,,
30143,,
30144,Y,
30145,,
30146,Y,
30147,Y,Y
30148,Y,
30149,,
30150,,
30151,,
30152,,
30153,,
30154,,
30155,,
30156,,
30157,Y,
30158,Y,
30159,Y,
30160,,
30161,,
30162,Y,
30163,,
30164,,
30165,,
30166,Y,Y
30167,Y,Y
30168,,
30169,,
30170,,
30171,Y,
30172,,
30173,,
30174,Y,
30175,Y,
30176,Y,
30177,,
30178,,
30179,,
30180,,
30181,,
30182,,
30183,Y,
30184,Y,
30185,Y,
30186,,
30187,,
30188,,
30189,,
30190,Y,
30191,,
30192,Y,
30193,,
30194,Y,
30195,Y,
30196,,
30197,Y,
30198,Y,
30199,,
30200,,
30201,Y,
30202,,
30203,,
30204,,
30205,Y,
30206,,
30207,,
30208,,
30209,Y,
30210,,
30211,Y,
30212,,
30213,,
30214,,
30215,Y,Y
30216,,
30217,Y,
30218,,
30219,,
30220,Y,
30221,Y,
30222,,
30223,Y,
30224,,
30225,Y,Y
30226,Y,
30227,,
30228,,
30229,,
30230,Y,
30231,Y,
30232,Y,
30233,,
30234,Y,
30235,,
30236,Y,
30237,Y,
30238,Y,
30239,,
30240,Y,
30241,Y,
30242,,
30243,,
30244,Y,
30245,,
30246,Y,Y
30247,Y,
30248,Y,
30249,Y,
30250,Y,
30251,Y,
30252,Y,
30253,Y,
30254,,
30255,,
30256,,
30257,Y,
30258,,
30259,,
30260,,
30261,,
30262,,
30263,,
30264,,
30265,,
30266,,
30267,Y,
30268,Y,Y
30269,,
30270,,
30271,,
30272,,
30273,Y,
30274,Y,
30275,Y,
30276,,
30277,Y,
30278,Y,Y
30279,,
30280,Y,
30281,,
30282,Y,
30283,,
30284,,
30285,Y,Y
30286,Y,
30287,Y,
30288,,
30289,Y,
30290,,
30291,Y,
30292,,
30293,Y,
30294,Y,Y
30295,Y,
30296,,
30297,,
30298,,
30299,Y,
30300,,
30301,,
30302,Y,Y
30303,,
30304,,
30305,Y,
30306,,
30307,,
30308,,
30309,Y,
30310,,
30311,,
30312,Y,
30313,Y,
30314,,
30315,,
30316,,
30317,Y,
30318,,
30319,,
30320,Y,
30321,,
30322,,
30323,Y,
30324,Y,
30325,Y,
30326,,
30327,,
30328,Y,
30329,,
30330,Y,
30331,,
30332,Y,
30333,,
30334,Y,
30335,,
30336,,
30337,Y,
30338,,
30339,,
30340,,
30341,,
30342,Y,
30343,Y,
30344,,
30345,,
30346,,
30347,,
30348,,
30349,,
30350,,
30351,,
30352,Y,
30353,,
30354,,
30355,,
30356,Y,
30357,,
30358,,
30359,,
30360,,
30361,,
30362,Y,Y
30363,Y,
30364,,
30365,Y,
30366,Y,
30367,Y,
30368,,
30369,Y,
30370,Y,
30371,,
30372,,
30373,Y,
30374,,
30375,,
30376,,
30377,,
30378,Y,
30379,Y,
30380,Y,
30381,Y,
30382,,
30383,Y,
30384,,
30385,Y,
30386,,
30387,Y,
30388,,
30389,,
30390,Y,
30391,Y,
30392,,
30393,,
30394,,
30395,,
30396,,
30397,Y,
30398,,
30399,,
30400,,
30401,,
30402,,
30403,,
30404,,
30405,Y,
30406,,
30407,Y,
30408,Y,Y
30409,Y,
30410,Y,
30411,,
30412,,
30413,,
30414,,
30415,Y,Y
30416,,
30417,,
30418,Y,
30419,,
30420,,
30421,,
30422,,
30423,,
30424,Y,
30425,,
30426,Y,
30427,Y,Y
30428,Y,
30429,,
30430,,
30431,Y,
30432,,
30433,,
30434,,
30435,Y,
30436,Y,
30437,Y,
30438,Y,
30439,,
30440,Y,
30441,,
30442,Y,
30443,Y,
30444,,
30445,Y,
30446,Y,
30447,,
30448,Y,
30449,,
30450,Y,
30451,,
30452,,
30453,,
30454,,
30455,,
30456,,
30457,,
30458,,
30459,,
30460,,
30461,Y,Y
30462,Y,
30463,,
30464,,
30465,Y,Y
30466,Y,
30467,Y,
30468,,
30469,,
30470,,
30471,,
30472,,
30473,,
30474,,
30475,,
30476,,
30477,,
30478,,
30479,Y,Y
30480,,
30481,Y,
30482,,
30483,Y,
30484,Y,
30485,,
30486,Y,
30487,Y,
30488,,
30489,,
30490,Y,
30491,,
30492,,
30493,Y,
30494,Y,
30495,,
30496,Y,
30497,,
30498,,
30499,,
30500,Y,
30501,,
30502,Y,
30503,,
30504,,
30505,Y,
30506,,
30507,,
30508,,
30509,,
30510,,
30511,,
30512,,
30513,Y,
30514,Y,
30515,,
30516,,
30517,Y,
30518,Y,
30519,,
30520,Y,
30521,,
30522,,
30523,Y,
30524,,
30525,,
30526,,
30527,Y,
30528,Y,
30529,Y,
30530,,
30531,Y,
30532,,
30533,,
30534,,
30535,Y,
30536,,
30537,,
30538,,
30539,,
30540,,
30541,Y,
30542,,
30543,,
30544,,
30545,,
30546,,
30547,Y,
30548,,
30549,,
30550,,
30551,Y,
30552,,
30553,,
30554,,
30555,,
30556,,
30557,,
30558,Y,
30559,Y,
30560,,
30561,,
30562,Y,
30563,,
30564,,
30565,Y,
30566,,
30567,Y,
30568,Y,
30569,Y,
30570,,
30571,,
30572,,
30573,,
30574,,
30575,,
30576,Y,
30577,Y,
30578,,
30579,Y,
30580,Y,Y
30581,,
30582,,
30583,,
30584,,
30585,Y,
30586,,
30587,,
30588,Y,Y
30589,,
30590,,
30591,,
30592,,
30593,Y,
30594,Y,Y
30595,Y,
30596,,
30597,Y,
30598,Y,
30599,,
30600,Y,
30601,Y,
30602,Y,
30603,Y,
30604,Y,
30605,,
30606,Y,
30607,,
30608,,
30609,,
30610,Y,
30611,,
30612,Y,
30613,Y,
30614,,
30615,,
30616,Y,
30617,,
30618,,
30619,Y,Y
30620,,
30621,,
30622,,
30623,,
30624,,
30625,,
30626,,
30627,,
30628,,
30629,,
30630,,
30631,Y,
30632,Y,
30633,,
30634,,
30635,,
30636,Y,
30637,,
30638,,
30639,Y,
30640,,
30641,,
30642,,
30643,,
30644,Y,
30645,Y,
30646,,
30647,,
30648,Y,Y
30649,,
30650,Y,
30651,,
30652,,
30653,,
30654,Y,
30655,Y,
30656,,
30657,,
30658,,
30659,,
30660,,
30661,,
30662,,
30663,,
30664,,
30665,Y,
30666,,
30667,,
30668,,
30669,,
30670,,
30671,Y,
30672,Y,
30673,,
30674,Y,
30675,,
30676,,
30677,,
30678,,
30679,,
30680,,
30681,,
30682,,
30683,,
30684,Y,
30685,Y,
30686,Y,
30687,,
30688,Y,
30689,,
30690,Y,
30691,,
30692,,
30693,Y,
30694,Y,
30695,,
30696,,
30697,Y,
30698,,
30699,Y,Y
30700,Y,
30701,,
30702,,
30703,,
30704,,
30705,,
30706,Y,
30707,,
30708,Y,
30709,,
30710,Y,
30711,,
30712,,
30713,,
30714,,
30715,,
30716,,
30717,,
30718,Y,
30719,,
30720,,
30721,,
30722,,
30723,,
30724,,
30725,,
30726,,
30727,Y,
30728,,
30729,,
30730,,
30731,,
30732,,
30733,,
30734,,
30735,Y,Y
30736,Y,
30737,Y,
30738,,
30739,,
30740,,
30741,,
30742,,
30743,Y,Y
30744,,
30745,Y,
30746,Y,
30747,Y,
30748,,
30749,Y,
30750,Y,
30751,Y,
30752,,
30753,Y,
30754,,
30755,Y,Y
30756,,
30757,Y,
30758,,
30759,,
30760,Y,
30761,Y,
30762,,
30763,,
30764,,
30765,,
30766,,
30767,Y,
30768,,
30769,Y,Y
30770,,
30771,,
30772,,
30773,Y,
30774,,
30775,,
30776,,
30777,Y,
30778,,
30779,,
30780,,
30781,,
30782,,
30783,,
30784,Y,
30785,,
30786,Y,
30787,,
30788,Y,
30789,Y,
30790,Y,
30791,,
30792,Y,
30793,,
30794,Y,
30795,Y,
30796,,
30797,,
30798,,
30799,,
30800,,
30801,,
30802,,
30803,,
30804,,
30805,Y,
30806,,
30807,,
30808,,
30809,Y,
30810,,
30811,,
30812,Y,
30813,,
30814,,
30815,,
30816,,
30817,,
30818,,
30819,Y,Y
30820,,
30821,,
30822,Y,
30823,,
30824,Y,
30825,,
30826,,
30827,Y,
30828,,
30829,,
30830,,
30831,,
30832,,
30833,Y,Y
30834,,
30835,Y,
30836,,
30837,Y,
30838,,
30839,Y,
30840,Y,
30841,Y,
30842,,
30843,,
30844,,
30845,,
30846,Y,
30847,,
30848,,
30849,,
30850,Y,Y
30851,Y,
30852,Y,
30853,Y,
30854,,
30855,,
30856,,
30857,Y,
30858,,
30859,,
30860,,
30861,,
30862,Y,
30863,,
30864,,
30865,Y,
30866,,
30867,Y,Y
30868,,
30869,Y,
30870,Y,Y
30871,,
30872,,
30873,Y,
30874,,
30875,Y,
30876,,
30877,,
30878,,
30879,Y,
30880,,
30881,,
30882,Y,
30883,,
30884,Y,
30885,,
30886,,
30887,,
30888,Y,
30889,,
30890,Y,
30891,,
30892,,
30893,,
30894,,
30895,,
30896,,
30897,,
30898,,
30899,Y,Y
30900,,
30901,,
30902,,
30903,,
30904,,
30905,,
30906,,
30907,,
30908,,
30909,,
30910,,
30911,Y,
30912,Y,
30913,,
30914,Y,
30915,Y,
30916,Y,
30917,,
30918,,
30919,,
30920,Y,
30921,,
30922,,
30923,Y,
30924,Y,Y
30925,Y,Y
30926,,
30927,Y,Y
30928,,
30929,Y,
30930,,
30931,Y,
30932,Y,
30933,,
30934,,
30935,,
30936,,
30937,,
30938,,
30939,,
30940,,
30941,Y,
30942,,
30943,,
30944,Y,
30945,Y,
30946,,
30947,Y,
30948,,
30949,,
30950,Y,
30951,Y,Y
30952,,
30953,,
30954,,
30955,,
30956,,
30957,,
30958,Y,
30959,,
30960,,
30961,,
30962,Y,Y
30963,,
30964,,
30965,,
30966,,
30967,,
30968,,
30969,,
30970,,
30971,,
30972,,
30973,,
30974,Y,
30975,,
30976,,
30977,,
30978,,
30979,Y,
30980,,
30981,Y,
30982,Y,
30983,Y,
30984,Y,
30985,Y,Y
30986,,
30987,Y,
30988,Y,
30989,,
30990,,
30991,Y,
30992,,
30993,Y,
30994,Y,
30995,,
30996,,
30997,Y,
30998,,
30999,,
31000,,
31001,,
31002,Y,
31003,Y,
31004,,
31005,Y,
31006,,
31007,,
31008,,
31009,Y,
31010,,
31011,Y,
31012,Y,
31013,,
31014,,
31015,Y,
31016,Y,
31017,Y,
31018,,
31019,Y,
31020,,
31021,,
31022,Y,Y
31023,,
31024,Y,
31025,Y,
31026,,
31027,,
31028,Y,
31029,,
31030,,
31031,,
31032,,
31033,,
31034,Y,
31035,,
31036,Y,
31037,,
31038,Y,
31039,,
31040,,
31041,Y,
31042,,
31043,Y,
31044,,
31045,Y,
31046,Y,
31047,,
31048,,
31049,,
31050,Y,
31051,,
31052,,
31053,,
31054,,
31055,,
31056,,
31057,Y,
31058,,
31059,,
31060,Y,Y
31061,,
31062,,
31063,,
31064,Y,Y
31065,,
31066,,
31067,Y,
31068,Y,
31069,Y,
31070,,
31071,Y,
31072,Y,
31073,,
31074,,
31075,Y,
31076,,
31077,,
31078,,
31079,,
31080,Y,
31081,,
31082,Y,
31083,,
31084,,
31085,,
31086,Y,
31087,Y,
31088,Y,
31089,,
31090,Y,
31091,,
31092,Y,
31093,,
31094,Y,
31095,,
31096,,
31097,Y,
31098,,
31099,,
31100,,
31101,Y,
31102,Y,
31103,Y,
31104,,
31105,,
31106,,
31107,,
31108,,
31109,Y,
31110,Y,Y
31111,Y,
31112,Y,
31113,Y,
31114,,
31115,,
31116,,
31117,,
31118,Y,
31119,,
31120,Y,
31121,,
31122,,
31123,,
31124,,
31125,Y,
31126,,
31127,,
31128,,
31129,,
31130,,
31131,,
31132,,
31133,,
31134,,
31135,,
31136,,
31137,Y,Y
31138,Y,
31139,,
31140,Y,
31141,Y,
31142,,
31143,Y,
31144,,
31145,,
31146,,
31147,Y,
31148,,
31149,,
31150,Y,
31151,,
31152,,
31153,,
31154,Y,
31155,,
31156,Y,
31157,,
31158,Y,
31159,Y,
31160,,
31161,Y,
31162,,
31163,,
31164,Y,
31165,,
31166,,
31167,,
31168,Y,
31169,Y,
31170,,
31171,Y,
31172,Y,
31173,Y,
31174,,
31175,Y,
31176,Y,
31177,,
31178,,
31179,Y,Y
31180,Y,
31181,,
31182,,
31183,,
31184,,
31185,Y,
31186,,
31187,Y,
31188,Y,
31189,,
31190,Y,Y
31191,,
31192,,
31193,,
31194,,
31195,Y,
31196,,
31197,Y,
31198,,
31199,,
31200,,
31201,,
31202,Y,
31203,,
31204,,
31205,,
31206,,
31207,,
31208,,
31209,,
31210,,
31211,,
31212,,
31213,,
31214,,
31215,,
31216,,
31217,Y,
31218,,
31219,,
31220,Y,
31221,Y,
31222,,
31223,Y,
31224,,
31225,,
31226,,
31227,,
31228,Y,
31229,Y,
31230,,
31231,,
31232,,
31233,Y,
31234,,
31235,,
31236,,
31237,,
31238,Y,
31239,,
31240,Y,
31241,,
31242,,
31243,,
31244,Y,
31245,,
31246,Y,
31247,,
31248,,
31249,Y,
31250,,
31251,Y,
31252,,
31253,,
31254,Y,Y
31255,Y,
31256,,
31257,Y,
31258,Y,
31259,,
31260,,
31261,,
31262,Y,
31263,,
31264,Y,
31265,Y,
31266,,
31267,,
31268,Y,
31269,Y,
31270,Y,
31271,,
31272,Y,
31273,,
31274,,
31275,,
31276,Y,
31277,Y,
31278,Y,
31279,,
31280,,
31281,,
31282,,
31283,Y,Y
31284,,
31285,,
31286,Y,
31287,,
31288,Y,
31289,,
31290,,
31291,Y,
31292,,
31293,Y,Y
31294,Y,
31295,,
31296,,
31297,Y,
31298,Y,
31299,Y,
31300,,
31301,Y,Y
31302,,
31303,,
31304,,
31305,,
31306,,
31307,Y,
31308,,
31309,,
31310,,
31311,Y,
31312,,
31313,,
31314,,
31315,Y,
31316,,
31317,,
31318,,
31319,,
31320,,
31321,Y,
31322,Y,
31323,Y,
31324,Y,
31325,,
31326,,
31327,,
31328,Y,
31329,,
31330,,
31331,Y,
31332,Y,Y
31333,,
31334,,
31335,Y,
31336,Y,
31337,Y,
31338,,
31339,Y,
31340,Y,
31341,,
31342,Y,
31343,,
31344,,
31345,Y,
31346,,
31347,,
31348,,
31349,Y,
31350,,
31351,Y,
31352,Y,
31353,,
31354,,
31355,Y,Y
31356,,
31357,Y,
31358,Y,Y
31359,,
31360,Y,Y
31361,,
31362,Y,
31363,,
31364,,
31365,,
31366,,
31367,,
31368,Y,Y
31369,,
31370,Y,
31371,Y,
31372,,
31373,,
31374,Y,
31375,,
31376,,
31377,Y,
31378,Y,
31379,,
31380,Y,
31381,Y,
31382,Y,
31383,Y,
31384,,
31385,Y,
31386,,
31387,,
31388,,
31389,Y,
31390,,
31391,,
31392,,
31393,Y,
31394,,
31395,Y,
31396,,
31397,Y,
31398,Y,
31399,,
31400,,
31401,Y,
31402,Y,
31403,,
31404,Y,
31405,Y,Y
31406,Y,
31407,,
31408,Y,
31409,,
31410,,
31411,Y,
31412,,
31413,,
31414,,
31415,Y,
31416,Y,
31417,Y,
31418,,
31419,,
31420,,
31421,Y,
31422,,
31423,Y,Y
31424,,
31425,,
31426,,
31427,,
31428,,
31429,,
31430,,
31431,,
31432,Y,
31433,,
31434,,
31435,,
31436,,
31437,,
31438,Y,
31439,Y,
31440,,
31441,Y,Y
31442,,
31443,,
31444,,
31445,,
31446,Y,
31447,,
31448,Y,
31449,,
31450,Y,
31451,,
31452,,
31453,,
31454,,
31455,Y,
31456,,
31457,Y,
31458,Y,
31459,,
31460,Y,
31461,,
31462,Y,
31463,,
31464,,
31465,,
31466,,
31467,,
31468,Y,
31469,,
31470,,
31471,Y,Y
31472,,
31473,,
31474,,
31475,,
31476,Y,
31477,,
31478,,
31479,Y,
31480,,
31481,Y,
31482,,
31483,Y,
31484,,
31485,,
31486,Y,Y
31487,,
31488,,
31489,,
31490,,
31491,,
31492,Y,
31493,,
31494,Y,
31495,Y,
31496,,
31497,Y,
31498,,
31499,,
31500,Y,
31501,,
31502,Y,
31503,Y,
31504,Y,
31505,,
31506,Y,
31507,Y,
31508,Y,
31509,,
31510,,
31511,Y,
31512,,
31513,Y,Y
31514,,
31515,,
31516,,
31517,,
31518,,
31519,Y,
31520,,
31521,,
31522,Y,
31523,Y,
31524,,
31525,,
31526,Y,
31527,Y,
31528,,
31529,,
31530,,
31531,,
31532,,
31533,,
31534,Y,
31535,Y,
31536,Y,
31537,Y,
31538,,
31539,,
31540,,
31541,,
31542,Y,Y
31543,,
31544,,
31545,,
31546,,
31547,Y,
31548,,
31549,,
31550,,
31551,,
31552,Y,
31553,Y,
31554,,
31555,,
31556,,
31557,,
31558,Y,
31559,,
31560,,
31561,,
31562,Y,
31563,,
31564,Y,
31565,,
31566,,
31567,,
31568,,
31569,,
31570,Y,
31571,Y,
31572,,
31573,,
31574,Y,
31575,Y,
31576,Y,
31577,Y,
31578,Y,
31579,,
31580,,
31581,Y,
31582,Y,
31583,Y,
31584,,
31585,,
31586,,
31587,Y,
31588,Y,Y
31589,,
31590,,
31591,,
31592,,
31593,Y,
31594,Y,
31595,,
31596,,
31597,,
31598,,
31599,,
31600,,
31601,,
31602,Y,
31603,Y,
31604,,
31605,Y,
31606,,
31607,,
31608,Y,
31609,,
31610,,
31611,Y,
31612,Y,
31613,,
31614,,
31615,,
31616,Y,
31617,Y,
31618,Y,
31619,Y,
31620,,
31621,Y,Y
31622,,
31623,Y,
31624,,
31625,Y,
31626,,
31627,Y,
31628,Y,
31629,,
31630,,
31631,Y,Y
31632,,
31633,Y,
31634,Y,
31635,,
31636,,
31637,,
31638,,
31639,,
31640,,
31641,Y,
31642,,
31643,,
31644,,
31645,Y,
31646,,
31647,,
31648,,
31649,Y,
31650,,
31651,,
31652,Y,
31653,Y,
31654,,
31655,,
31656,Y,
31657,Y,
31658,Y,
31659,,
31660,Y,Y
31661,,
31662,Y,
31663,Y,
31664,,
31665,Y,
31666,Y,Y
31667,,
31668,,
31669,,
31670,,
31671,,
31672,Y,
31673,,
31674,,
31675,Y,
31676,Y,
31677,,
31678,,
31679,Y,Y
31680,,
31681,Y,
31682,,
31683,,
31684,Y,
31685,Y,
31686,Y,
31687,Y,
31688,,
31689,Y,
31690,,
31691,,
31692,Y,
31693,Y,
31694,,
31695,Y,
31696,Y,
31697,Y,
31698,Y,Y
31699,Y,
31700,Y,
31701,Y,
31702,,
31703,,
31704,,
31705,,
31706,,
31707,Y,Y
31708,,
31709,,
31710,Y,
31711,Y,
31712,Y,
31713,,
31714,,
31715,,
31716,Y,
31717,Y,
31718,,
31719,Y,
31720,,
31721,,
31722,Y,Y
31723,Y,
31724,,
31725,,
31726,,
31727,,
31728,,
31729,,
31730,,
31731,,
31732,,
31733,Y,
31734,,
31735,Y,
31736,,
31737,,
31738,Y,
31739,Y,
31740,Y,
31741,Y,
31742,Y,
31743,,
31744,,
31745,,
31746,,
31747,Y,
31748,,
31749,,
31750,,
31751,,
31752,Y,Y
31753,,
31754,,
31755,Y,
31756,,
31757,,
31758,,
31759,Y,
31760,,
31761,,
31762,Y,
31763,,
31764,,
31765,Y,Y
31766,Y,
31767,,
31768,,
31769,Y,
31770,Y,
31771,,
31772,,
31773,,
31774,,
31775,Y,
31776,,
31777,Y,
31778,,
31779,Y,Y
31780,Y,
31781,,
31782,,
31783,,
31784,,
31785,,
31786,,
31787,,
31788,,
31789,Y,
31790,,
31791,,
31792,Y,
31793,,
31794,Y,
31795,,
31796,,
31797,,
31798,,
31799,Y,
31800,,
31801,,
31802,Y,
31803,,
31804,,
31805,,
31806,Y,
31807,,
31808,,
31809,,
31810,,
31811,Y,
31812,,
31813,,
31814,,
31815,Y,
31816,,
31817,Y,
31818,Y,
31819,,
31820,Y,
31821,,
31822,,
31823,,
31824,Y,
31825,,
31826,,
31827,,
31828,,
31829,,
31830,,
31831,,
31832,,
31833,,
31834,Y,
31835,,
31836,,
31837,Y,
31838,,
31839,Y,Y
31840,Y,
31841,,
31842,,
31843,Y,
31844,,
31845,,
31846,,
31847,,
31848,,
31849,Y,
31850,Y,
31851,,
31852,Y,Y
31853,Y,
31854,,
31855,Y,
31856,,
31857,Y,
31858,,
31859,,
31860,,
31861,Y,
31862,Y,
31863,,
31864,,
31865,Y,
31866,Y,
31867,,
31868,Y,
31869,,
31870,Y,
31871,Y,
31872,,
31873,Y,
31874,Y,
31875,,
31876,Y,
31877,Y,Y
31878,,
31879,,
31880,Y,
31881,,
31882,Y,
31883,,
31884,,
31885,Y,
31886,,
31887,Y,
31888,,
31889,Y,
31890,Y,
31891,,
31892,,
31893,,
31894,,
31895,,
31896,Y,
31897,Y,
31898,,
31899,,
31900,Y,
31901,,
31902,Y,
31903,,
31904,Y,
31905,,
31906,,
31907,Y,
31908,Y,Y
31909,,
31910,,
31911,Y,Y
31912,Y,
31913,,
31914,Y,
31915,Y,
31916,,
31917,,
31918,Y,
31919,,
31920,Y,
31921,,
31922,,
31923,Y,Y
31924,Y,
31925,Y,
31926,Y,
31927,Y,Y
31928,Y,
31929,Y,
31930,Y,
31931,,
31932,,
31933,Y,
31934,,
31935,,
31936,Y,
31937,Y,
31938,Y,
31939,Y,
31940,Y,
31941,,
31942,Y,
31943,,
31944,Y,
31945,,
31946,,
31947,Y,
31948,Y,
31949,Y,
31950,,
31951,Y,
31952,Y,
31953,,
31954,Y,
31955,Y,
31956,,
31957,Y,
31958,,
31959,,
31960,,
31961,,
31962,,
31963,Y,
31964,Y,
31965,,
31966,Y,
31967,Y,
31968,Y,
31969,Y,Y
31970,Y,Y
31971,,
31972,,
31973,,
31974,Y,
31975,,
31976,,
31977,,
31978,Y,
31979,Y,
31980,Y,
31981,,
31982,,
31983,Y,
31984,Y,
31985,,
31986,,
31987,Y,
31988,Y,
31989,Y,
31990,Y,
31991,Y,
31992,Y,
31993,,
31994,,
31995,,
31996,Y,
31997,Y,
31998,,
31999,Y,Y
32000,,
32001,Y,
32002,,
32003,Y,
32004,Y,
32005,Y,
32006,,
32007,Y,
32008,,
32009,Y,
32010,,
32011,Y,
32012,,
32013,,
32014,Y,
32015,Y,
32016,Y,
32017,,
32018,,
32019,Y,
32020,Y,
32021,Y,
32022,,
32023,,
32024,Y,
32025,,
32026,,
32027,,
32028,,
32029,Y,
32030,,
32031,Y,
32032,Y,
32033,,
32034,,
32035,Y,Y
32036,Y,
32037,Y,
32038,,
32039,,
32040,,
32041,Y,
32042,,
32043,Y,
32044,,
32045,Y,
32046,Y,
32047,,
32048,,
32049,Y,Y
32050,,
32051,Y,Y
32052,Y,
32053,,
32054,,
32055,Y,
32056,Y,
32057,,
32058,,
32059,,
32060,,
32061,,
32062,Y,
32063,Y,
32064,Y,
32065,,
32066,,
32067,Y,Y
32068,Y,
32069,,
32070,,
32071,,
32072,,
32073,,
32074,Y,
32075,Y,
32076,,
32077,,
32078,Y,
32079,Y,
32080,,
32081,Y,
32082,Y,Y
32083,,
32084,Y,
32085,Y,
32086,,
32087,Y,
32088,Y,
32089,Y,
32090,,
32091,Y,Y
32092,Y,
32093,Y,Y
32094,,
32095,Y,
32096,Y,
32097,,
32098,Y,
32099,Y,Y
32100,,
32101,Y,
32102,,
32103,,
32104,Y,Y
32105,Y,
32106,,
32107,Y,
32108,Y,
32109,Y,Y
32110,,
32111,,
32112,Y,
32113,,
32114,Y,
32115,Y,
32116,,
32117,,
32118,,
32119,Y,
32120,,
32121,Y,Y
32122,Y,
32123,,
32124,Y,
32125,,
32126,Y,Y
32127,Y,Y
32128,Y,Y
32129,Y,
